region,regioncode,district,districtcode,ward,wardcode,street,,,
ARUSHA,23,ARUSHA CBD,231,SEKEI,23101,SANAWARI,,,
ARUSHA,23,ARUSHA CBD,231,SEKEI,23101,NAUREI,,,
ARUSHA,23,ARUSHA CBD,231,SEKEI,23101,MTAA WA AICC,,,
ARUSHA,23,ARUSHA CBD,231,SEKEI,23101,MTAA WA MAHAKAMANI,,,
ARUSHA,23,ARUSHA CBD,231,SEKEI,23101,NAURA,,,
ARUSHA,23,ARUSHA CBD,231,SEKEI,23101,GOLIONDOI,,,
ARUSHA,23,ARUSHA CBD,231,KATI,23102,BONDENI,,,
ARUSHA,23,ARUSHA CBD,231,KATI,23102,PANGANI,,,
ARUSHA,23,ARUSHA CBD,231,KALOLENI,23103,KALOLENI MAGHARIBI,,,
ARUSHA,23,ARUSHA CBD,231,KALOLENI,23103,MITA 200,,,
ARUSHA,23,ARUSHA CBD,231,KALOLENI,23103,KALOLENI MASHARIKI,,,
ARUSHA,23,ARUSHA CBD,231,LEVOLOSI,23104,MTAA WA LEVOLOSI,,,
ARUSHA,23,ARUSHA CBD,231,LEVOLOSI,23104,MAJENGO,,,
ARUSHA,23,ARUSHA CBD,231,NGARENARO,23105,KAMBI YA FISI,,,
ARUSHA,23,ARUSHA CBD,231,NGARENARO,23105,DARAJANI,,,
ARUSHA,23,ARUSHA CBD,231,NGARENARO,23105,NHC,,,
ARUSHA,23,ARUSHA CBD,231,NGARENARO,23105,TCA,,,
ARUSHA,23,ARUSHA CBD,231,NGARENARO,23105,MITA 200,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,KWARE,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,BURKA,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,AZIMIO,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,SHAMSI,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,SAMANGA,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,SACON,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,REMTULA,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,MAMA MUSA,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,NGURUMO,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,URUNDINI,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,SHUMA,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,MAJENGO “A”,,,
ARUSHA,23,ARUSHA CBD,231,ELERAI,23106,MAJENGO “B”,,,
ARUSHA,23,ARUSHA CBD,231,UNGA LIMITED,23107,ESSO,,,
ARUSHA,23,ARUSHA CBD,231,UNGA LIMITED,23107,VIWANDANI,,,
ARUSHA,23,ARUSHA CBD,231,UNGA LIMITED,23107,MAKABURI YA BANIANI,,,
ARUSHA,23,ARUSHA CBD,231,UNGA LIMITED,23107,TINDIGA,,,
ARUSHA,23,ARUSHA CBD,231,UNGA LIMITED,23107,DARAJANI,,,
ARUSHA,23,ARUSHA CBD,231,UNGA LIMITED,23107,OSTERBAY,,,
ARUSHA,23,ARUSHA CBD,231,DARAJA II,23108,JAMHURI,,,
ARUSHA,23,ARUSHA CBD,231,DARAJA II,23108,ALINYANYA,,,
ARUSHA,23,ARUSHA CBD,231,DARAJA II,23108,SANARE,,,
ARUSHA,23,ARUSHA CBD,231,DARAJA II,23108,NDARVOI,,,
ARUSHA,23,ARUSHA CBD,231,DARAJA II,23108,DARAJANI,,,
ARUSHA,23,ARUSHA CBD,231,DARAJA II,23108,KATI,,,
ARUSHA,23,ARUSHA CBD,231,THEMI,23109,THEMI MASHARIKI,,,
ARUSHA,23,ARUSHA CBD,231,THEMI,23109,OLD POLICE,,,
ARUSHA,23,ARUSHA CBD,231,THEMI,23109,CORRIDOR AREA,,,
ARUSHA,23,ARUSHA CBD,231,THEMI,23109,AICC FLATS,,,
ARUSHA,23,ARUSHA CBD,231,THEMI,23109,KAMBARAGE,,,
ARUSHA,23,ARUSHA CBD,231,KIMANDOLU,23110,KITIANGARE,,,
ARUSHA,23,ARUSHA CBD,231,KIMANDOLU,23110,TINDIGANI,,,
ARUSHA,23,ARUSHA CBD,231,KIMANDOLU,23110,KIJENGE KASKAZINI,,,
ARUSHA,23,ARUSHA CBD,231,KIMANDOLU,23110,KIJENGE KUSINI,,,
ARUSHA,23,ARUSHA CBD,231,OLORIENI,23111,SUYE,,,
ARUSHA,23,ARUSHA CBD,231,OLORIENI,23111,MEIRIOTI,,,
ARUSHA,23,ARUSHA CBD,231,OLORIENI,23111,MWANAMA,,,
ARUSHA,23,ARUSHA CBD,231,OLORIENI,23111,MBESHERE,,,
ARUSHA,23,ARUSHA CBD,231,OLORIENI,23111,MOIVOI,,,
ARUSHA,23,ARUSHA CBD,231,OLORIENI,23111,RC,,,
ARUSHA,23,ARUSHA CBD,231,BARAA,23112,KWA MREFU,,,
ARUSHA,23,ARUSHA CBD,231,BARAA,23112,SORENYI,,,
ARUSHA,23,ARUSHA CBD,231,BARAA,23112,KIROSHI,,,
ARUSHA,23,ARUSHA CBD,231,BARAA,23112,OFISINI,,,
ARUSHA,23,ARUSHA CBD,231,BARAA,23112,KAMBI YA CHUPA,,,
ARUSHA,23,ARUSHA CBD,231,BARAA,23112,MFEREJINI,,,
ARUSHA,23,ARUSHA CBD,231,BARAA,23112,SIARA,,,
ARUSHA,23,ARUSHA CBD,231,BARAA,23112,ELKIROUWA,,,
ARUSHA,23,ARUSHA CBD,231,LEMARA,23113,ILKIROUWA,,,
ARUSHA,23,ARUSHA CBD,231,LEMARA,23113,OLEPHOLOS,,,
ARUSHA,23,ARUSHA CBD,231,LEMARA,23113,KORONGONI,,,
ARUSHA,23,ARUSHA CBD,231,LEMARA,23113,KIKWAKWARU ‘A’,,,
ARUSHA,23,ARUSHA CBD,231,LEMARA,23113,KIKWAKWARU‘B’,,,
ARUSHA,23,ARUSHA CBD,231,LEMARA,23113,LEMARA KATI,,,
ARUSHA,23,ARUSHA CBD,231,LEMARA,23113,SUNFLAG,,,
ARUSHA,23,ARUSHA CBD,231,ENGUTOTO,23114,BLOCK C1,,,
ARUSHA,23,ARUSHA CBD,231,ENGUTOTO,23114,BLOCK C2,,,
ARUSHA,23,ARUSHA CBD,231,ENGUTOTO,23114,BLOCK D,,,
ARUSHA,23,ARUSHA CBD,231,ENGUTOTO,23114,BLOCK F,,,
ARUSHA,23,ARUSHA CBD,231,ENGUTOTO,23114,BLOCK H,,,
ARUSHA,23,ARUSHA CBD,231,ENGUTOTO,23114,BLOCK J,,,
ARUSHA,23,ARUSHA CBD,231,SOKON 1,23115,LOLOVONO,,,
ARUSHA,23,ARUSHA CBD,231,SOKON 2,23115,LONGDONG,,,
ARUSHA,23,ARUSHA CBD,231,SOKON 3,23115,MURRIET,,,
ARUSHA,23,ARUSHA CBD,231,SOKON 4,23115,KANISANI,,,
ARUSHA,23,ARUSHA CBD,231,SOKON 5,23115,SAINEVUNO,,,
ARUSHA,23,ARUSHA CBD,231,SOKON 6,23115,MADUKANI,,,
ARUSHA,23,ARUSHA CBD,231,SOMBETINI,23116,SIMANJIRO,,,
ARUSHA,23,ARUSHA CBD,231,SOMBETINI,23116,BANDA MBILI,,,
ARUSHA,23,ARUSHA CBD,231,SOMBETINI,23116,KIRIKA ‘A’,,,
ARUSHA,23,ARUSHA CBD,231,SOMBETINI,23116,OLAMURRAKI,,,
ARUSHA,23,ARUSHA CBD,231,TERRAT,23117,LAITAYOK,,,
ARUSHA,23,ARUSHA CBD,231,TERRAT,23117,IMITONG'WA,,,
ARUSHA,23,ARUSHA CBD,231,TERRAT,23117,MASKIRIA,,,
ARUSHA,23,ARUSHA CBD,231,TERRAT,23117,BONDENI KATI,,,
ARUSHA,23,ARUSHA CBD,231,TERRAT,23117,OLEPOLOSI,,,
ARUSHA,23,ARUSHA CBD,231,TERRAT,23117,ERANGAU,,,
ARUSHA,23,ARUSHA CBD,231,TERRAT,23117,OLKUNGU,,,
ARUSHA,23,ARUSHA CBD,231,TERRAT,23117,ENGAVUNET,,,
ARUSHA,23,ARUSHA CBD,231,MOSHONO,23118,NANJA,,,
ARUSHA,23,ARUSHA CBD,231,MOSHONO,23118,MOSHONO KATI,,,
ARUSHA,23,ARUSHA CBD,231,MOSHONO,23118,ENGOSOWASH,,,
ARUSHA,23,ARUSHA CBD,231,MOSHONO,23118,T.PACKERS,,,
ARUSHA,23,ARUSHA CBD,231,MOSHONO,23118,OLKEREYAN KATI,,,
ARUSHA,23,ARUSHA CBD,231,MOSHONO,23118,LAIZER,,,
ARUSHA,23,ARUSHA CBD,231,MOSHONO,23118,LOSIRWAYLAIZER,,,
ARUSHA,23,ARUSHA CBD,231,MOSHONO,23118,MTONI,,,
ARUSHA,23,ARUSHA CBD,231,MOSHONO,23118,KALIMAJI,,,
ARUSHA,23,ARUSHA CBD,231,OLASITI,23119,KIMINDOROSI,,,
ARUSHA,23,ARUSHA CBD,231,OLASITI,23119,OLASITI CENTRE,,,
ARUSHA,23,ARUSHA CBD,231,OLASITI,23119,OLORESHO,,,
ARUSHA,23,ARUSHA CBD,231,OLASITI,23119,OLKEREYAN,,,
ARUSHA,23,ARUSHA CBD,231,OLASITI,23119,BURKA,,,
ARUSHA,23,ARUSHA CBD,231,OLASITI,23119,OLTEVES,,,
ARUSHA,23,ARUSHA CBD,231,MOIVARO,23120,EDANYOEMASI,,,
ARUSHA,23,ARUSHA CBD,231,MOIVARO,23120,MOIVARO KATI,,,
ARUSHA,23,ARUSHA CBD,231,MOIVARO,23120,SHANGARAO,,,
ARUSHA,23,ARUSHA CBD,231,MOIVARO,23120,NGURUMAUS,,,
ARUSHA,23,ARUSHA CBD,231,MOIVARO,23120,SEKEI,,,
ARUSHA,23,ARUSHA CBD,231,MOIVARO,23120,MOSHONO KASKAZINI,,,
ARUSHA,23,ARUSHA CBD,231,SINONI,23121,MAKAO MAPYA,,,
ARUSHA,23,ARUSHA CBD,231,SINONI,23121,OLEVOLOS,,,
ARUSHA,23,ARUSHA CBD,231,SINONI,23121,OLOMOKEYA,,,
ARUSHA,23,ARUSHA CBD,231,SINONI,23121,OLJANVUTIAN,,,
ARUSHA,23,ARUSHA CBD,231,SINONI,23121,MLIMANI,,,
ARUSHA,23,ARUSHA CBD,231,SINONI,23121,MIGUNGANI,,,
ARUSHA,23,ARUSHA CBD,231,SINONI,23121,ENGOSENGIU,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,BONDENI,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,KATI,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,MASHARIKI,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,MURIETI,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,MLIMANI,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,MSASANI,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,FFU,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,ELUANYI,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,NADOSOITO KUSINI,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,NGORIENITO,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,OLDONYOKUMUR,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,EMBARARWAI,,,
ARUSHA,23,ARUSHA CBD,231,MURIET,23122,KATI,,,
ARUSHA,23,ARUSHA CBD,231,OSUNYAI JR,23123,OSUNYAI,,,
ARUSHA,23,ARUSHA CBD,231,OSUNYAI JR,23123,NGUSERO,,,
ARUSHA,23,ARUSHA CBD,231,OSUNYAI JR,23123,KIRIKA 'B',,,
ARUSHA,23,ARUSHA CBD,231,OSUNYAI JR,23123,JR,,,
ARUSHA,23,ARUSHA CBD,231,SAKINA,23124,OLMATEJOO “A”,,,
ARUSHA,23,ARUSHA CBD,231,SAKINA,23124,NAVARANA,,,
ARUSHA,23,ARUSHA CBD,231,SAKINA,23124,GIRIKI,,,
ARUSHA,23,ARUSHA CBD,231,SAKINA,23124,OLMATEJO “B”,,,
ARUSHA,23,ARUSHA CBD,231,SAKINA,23124,MAIRIVA,,,
ARUSHA,23,ARUSHA CBD,231,SAKINA,23124,SAKINA,,,
ARUSHA,23,ARUSHA CBD,231,SAKINA,23124,MELAMARI,,,
ARUSHA,23,ARUSHA CBD,231,OLMOTI,23125,OLMOTI,,,
ARUSHA,23,ARUSHA CBD,231,OLMOTI,23125,NGARAMTONI YA CHINI,,,
ARUSHA,23,ARUSHA CBD,231,OLMOTI,23125,MLIMANI,,,
ARUSHA,23,ARUSHA CBD,231,OLMOTI,23125,MIRONGOINE,,,
ARUSHA,23,ARUSHA CBD,231,OLMOTI,23125,NAFCO,,,
ARUSHA,23,ARUSHA,232,OLTURUMET,23201,NAFCO,,,
ARUSHA,23,ARUSHA,232,OLTURUMET,23201,NAFCO,,,
ARUSHA,23,ARUSHA,232,OLTURUMET,23201,NAFCO,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,IMBIBIA,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,IMBIBIA,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,IMBIBIA,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,LOSIKITO,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,LOSIKITO,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,LOSIKITO,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,LOSIKITO,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,ENGALAONI,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,ENGALAONI,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,ENGALAONI,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,ENGURTOTO,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,ENGURTOTO,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,ENGURTOTO,,,
ARUSHA,23,ARUSHA,232,MWANDET,23202,ENGURTOTO,,,
ARUSHA,23,ARUSHA,232,OLKOKOLA,23203,OLKEJULENDERIT,,,
ARUSHA,23,ARUSHA,232,OLKOKOLA,23203,OLKEJULENDERIT,,,
ARUSHA,23,ARUSHA,232,OLKOKOLA,23203,OLKEJULENDERIT,,,
ARUSHA,23,ARUSHA,232,OLKOKOLA,23203,ILKUROT,,,
ARUSHA,23,ARUSHA,232,OLKOKOLA,23203,ILKUROT,,,
ARUSHA,23,ARUSHA,232,OLKOKOLA,23203,LENGIJAVE,,,
ARUSHA,23,ARUSHA,232,OLKOKOLA,23203,LENGIJAVE,,,
ARUSHA,23,ARUSHA,232,OLKOKOLA,23203,LENGIJAVE,,,
ARUSHA,23,ARUSHA,232,OLKOKOLA,23203,LENGIJAVE,,,
ARUSHA,23,ARUSHA,232,OLDONYOSAMBU,23204,OLDONYOSAMBU,,,
ARUSHA,23,ARUSHA,232,OLDONYOSAMBU,23204,OLDONYOSAMBU,,,
ARUSHA,23,ARUSHA,232,OLDONYOSAMBU,23204,OLDONYOSAMBU,,,
ARUSHA,23,ARUSHA,232,OLDONYOSAMBU,23204,LEMONG'O,,,
ARUSHA,23,ARUSHA,232,OLDONYOSAMBU,23204,LEMONG'O,,,
ARUSHA,23,ARUSHA,232,OLDONYOSAMBU,23204,LEMONG'O,,,
ARUSHA,23,ARUSHA,232,OLDONYOSAMBU,23204,LEMANDA,,,
ARUSHA,23,ARUSHA,232,OLDONYOSAMBU,23204,LEMANDA,,,
ARUSHA,23,ARUSHA,232,OLDONYOSAMBU,23204,LEMANDA,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,OLOITUSHULA,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,OLOITUSHULA,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,OLOITUSHULA,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,NENGUNG'U,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,NENGUNG'U,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,OLCHOROVUS,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,OLCHOROVUS,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,OLCHOROVUS,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,LIKAMBA,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,LIKAMBA,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,LIKAMBA,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,LIKAMBA,,,
ARUSHA,23,ARUSHA,232,MUSA,23205,LIKAMBA,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,ENGORORA,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,ENGORORA,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,ENGORORA,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,ILKERIN,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,ILKERIN,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,ILKERIN,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,LESIRAA,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,LESIRAA,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,LESIRAA,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,LESIRAA,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,LOVILUKUNY,,,
ARUSHA,23,ARUSHA,232,KISONGO,23206,LOVILUKUNY,,,
ARUSHA,23,ARUSHA,232,BANGATA,23207,BANGATA,,,
ARUSHA,23,ARUSHA,232,BANGATA,23207,BANGATA,,,
ARUSHA,23,ARUSHA,232,BANGATA,23207,BANGATA,,,
ARUSHA,23,ARUSHA,232,BANGATA,23207,MIDAWE,,,
ARUSHA,23,ARUSHA,232,BANGATA,23207,MIDAWE,,,
ARUSHA,23,ARUSHA,232,BANGATA,23207,SASI,,,
ARUSHA,23,ARUSHA,232,BANGATA,23207,SASI,,,
ARUSHA,23,ARUSHA,232,BANGATA,23207,SASI,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,SOKON II,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,SOKON II,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,SOKON II,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,SOKON II,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,SOKON II,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,OLDADAI,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,OLDADAI,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,OLDADAI,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,OLDADAI,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,NGIRES,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,NGIRES,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,NGIRES,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,NGIRES,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,NGIRES,,,
ARUSHA,23,ARUSHA,232,SOKON II,23208,NGIRES,,,
ARUSHA,23,ARUSHA,232,KIRANYI,23209,NGIRES,,,
ARUSHA,23,ARUSHA,232,KIRANYI,23209,NGIRES,,,
ARUSHA,23,ARUSHA,232,KIRANYI,23209,NGIRES,,,
ARUSHA,23,ARUSHA,232,KIRANYI,23209,NGIRES,,,
ARUSHA,23,ARUSHA,232,OLORIEN,23210,NGIRES,,,
ARUSHA,23,ARUSHA,232,OLORIEN,23210,NGIRES,,,
ARUSHA,23,ARUSHA,232,OLORIEN,23210,NGIRES,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,ILKIDING'A,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,ILKIDING'A,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,ILKIDING'A,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,ILKIDING'A,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,OLOIGERUNO,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,OLOIGERUNO,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,OLOIGERUNO,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,OLOIGERUNO,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,ILKISONGO,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,ILKISONGO,,,
ARUSHA,23,ARUSHA,232,ILKIDING'A,23211,ILKISONGO,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,SAMBASHA,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,SAMBASHA,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,SAMBASHA,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,SHIMBORO,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,SHIMBORO,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,SHIMBORO,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,SHIMBORO,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,TIMBOLO,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,TIMBOLO,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,TIMBOLO,,,
ARUSHA,23,ARUSHA,232,SAMBASHA,23212,TIMBOLO,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,OLMRINGARINGA,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,OLMRINGARINGA,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,OLMRINGARINGA,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,OLMRINGARINGA,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,OLOVOLOS,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,OLOVOLOS,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,OLOVOLOS,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,OLOVOLOS,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,KIMNYAKI,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,KIMNYAKI,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,KIMNYAKI,,,
ARUSHA,23,ARUSHA,232,KIMNYAKI,23213,KIMNYAKI,,,
ARUSHA,23,ARUSHA,232,OLMOTONYI,23214,KIMNYAKI,,,
ARUSHA,23,ARUSHA,232,OLMOTONYI,23214,KIMNYAKI,,,
ARUSHA,23,ARUSHA,232,OLMOTONYI,23214,KIMNYAKI,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,MIRONGOINE,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,MIRONGOINE,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,MIRONGOINE,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,OLJORO,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,OLJORO,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,OLJORO,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,MBUYUNI,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,MBUYUNI,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,MBUYUNI,,,
ARUSHA,23,ARUSHA,232,OLJORO,23215,MBUYUNI,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,KIVULUL,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,KIVULUL,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,KIVULUL,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,OLDONYOSAPUK,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,OLDONYOSAPUK,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,OLDONYOSAPUK,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,OLDONYOSAPUK,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,OLDONYOSAPUK,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,ILKIREVI,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,ILKIREVI,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,ILKIREVI,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,OSUNYAI,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,OSUNYAI,,,
ARUSHA,23,ARUSHA,232,OLTUROTO,23216,OSUNYAI,,,
ARUSHA,23,ARUSHA,232,MOIVO,23217,OSUNYAI,,,
ARUSHA,23,ARUSHA,232,MOIVO,23217,OSUNYAI,,,
ARUSHA,23,ARUSHA,232,MOIVO,23217,OSUNYAI,,,
ARUSHA,23,ARUSHA,232,MOIVO,23217,OSUNYAI,,,
ARUSHA,23,ARUSHA,232,MOIVO,23217,OSUNYAI,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,MLANGARINI,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,MLANGARINI,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,MLANGARINI,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,KISERIAN,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,KISERIAN,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,KISERIAN,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,KISERIAN,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,KISERIAN,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,KISERIAN,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,KISERIAN,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,KISERIAN,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,KISERIAN,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,MANYIRE,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,MANYIRE,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,MANYIRE,,,
ARUSHA,23,ARUSHA,232,MLANGARINI,23218,MANYIRE,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,NDURUMA,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,NDURUMA,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,NDURUMA,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,NDURUMA,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,SAMARIA,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,SAMARIA,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,SAMARIA,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,SAMARIA,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,MARURANI,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,MARURANI,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,MARURANI,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,MARURANI,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,MARURANI,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,MAJI MOTO,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,MAJI MOTO,,,
ARUSHA,23,ARUSHA,232,NDURUMA,23219,MAJI MOTO,,,
ARUSHA,23,ARUSHA,232,BWAWANI,23220,BWAWANI,,,
ARUSHA,23,ARUSHA,232,BWAWANI,23220,BWAWANI,,,
ARUSHA,23,ARUSHA,232,BWAWANI,23220,BWAWANI,,,
